time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin,power_normed
35,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.256089714,3.79E-18,0,0,0,0,0,0,0,0.064064907,0.610427725,0.706892658,0.674463989,0.701662598,0.64664473,0.446001096,0.362146174,0.289360455,0.859291445,0.894724509,0.905846893,0.09176018,0,2.23E-19,0.453182849,0,0,5.04E-04,1,0.535784368,0.635567112,0.114114627,0.876401386,0.829123016,0.620832667,0.641492897,0.108536566,0.887806777,0.815604811,0
36,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.722971295,0.378905465,0.349937081,0.277028705,0.314891171,0.255910558,0.290564962,0.182428875,0.110858298,0.137055044,0.064064907,0.600681925,0.721153593,0.658499361,0.714669214,0.653866133,0.453510582,0.343136932,0.28881273,0.859291445,0.900147082,0.901618043,0.091760294,0,2.23E-19,0.476433993,0.016116483,4.02E-04,0.03627204,1,0.535852535,0.628998401,0.120677787,0.862518924,0.84435446,0.612567232,0.633965851,0.116064011,0.872459578,0.833578092,0.005157982
37,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.653866037,0.554130203,0.433697332,0.346133963,0.364929725,0.357449131,0.38866214,0.366224597,0.361787432,0.393832156,0.064064907,0.59642858,0.659848126,0.656510345,0.656859206,0.67250493,0.462388378,0.322550914,0.252120985,0.87991444,0.921837373,0.917467514,0.091760294,0,2.23E-19,0.49343184,0.044681561,0.006024096,0.090428212,1,0.484776794,0.644322261,0.105366876,0.893906648,0.807957001,0.562603851,0.649160884,0.100868173,0.90255017,0.796570169,0.063860725
38,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.914979409,0.713274931,0.108830278,0.085020591,0.156346898,0.057078746,0.08457261,0.280917907,0.215250183,0.249017694,0.064064907,0.570245945,0.520684771,0.62518642,0.527626735,0.687194929,0.464581139,0.257560169,0.248207842,0.921160429,0.976063101,0.942274518,0.091760294,0,2.23E-19,0.506133293,0.018672891,1.34E-04,0.04256927,1,0.368809458,0.688597105,0.061129447,0.963265882,0.688108257,0.435824656,0.687941953,0.062085052,0.962189778,0.690738456,0.048878016
39,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.742919643,3.81E-18,0,0,0,0,0.017932672,0.003362833,0.007049682,0.064064907,0.547858397,0.379647659,0.60215283,0.368638278,0.631657385,0.419571113,0.277731246,0.221841858,0.907411766,0.965217955,0.942596834,0.091760294,0,2.23E-19,0.540647026,3.33E-04,0,0.001259446,1,0.30827256,0.761895816,0.988310251,0.998622255,0.462904469,0.368166171,0.767145868,0.98337513,0.997192166,0.447080276,0
40,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.74267283,3.81E-18,0,0,0,0,0,0,0,0.064064907,0.479463261,0.406767229,0.542606624,0.394475893,0.606273656,0.39666758,0.310973787,0.239872403,0.914286098,0.95437281,0.948803258,0.091760294,0,2.23E-19,0.561214112,0,0,5.04E-04,1,0.20319627,0.743661523,0.006111562,0.999596882,0.520077457,0.271704009,0.753564577,0.99695714,0.999893001,0.489629626,0
41,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.257574056,3.82E-18,0,0,0,0,0,0,0,0.064064907,0.454519737,0.395265944,0.50890745,0.37516215,0.599259141,0.387028088,0.328089689,0.242192517,0.934909093,0.970640528,0.959160426,0.091760294,0,2.23E-19,0.567844056,0,0,5.04E-04,1,0.165036634,0.754855021,0.995345095,0.999774067,0.484964045,0.220336763,0.772276904,0.978243822,0.995228994,0.431088566,0
42,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.257820089,3.82E-18,0,0,0,0,0,0,0,0.063814218,0.31652675,0.269090598,0.332686399,0.268391438,0.608553015,0.38393514,0.331497151,0.233155066,0.989903745,0.981485674,0.986917551,1.14E-07,0,2.23E-19,0.507758699,0,0,5.04E-04,1,0.154865531,0.04442552,0.704756669,0.35973925,0.020074767,0.175938637,0.052210665,0.697849992,0.338756579,0.026713046,0
43,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.25806573,3.83E-18,0,0,0,0,0,0,0,0.063814218,0.315930355,0.345189853,0.342044364,0.313174592,0.581970047,0.368873613,0.326620633,0.254552959,0.955532087,0.900297755,0.970161809,1.14E-07,0,2.23E-19,0.520824917,0,0,5.04E-04,1,0.075339141,0.098070455,0.651157067,0.209086572,0.093342411,0.116083893,0.058534993,0.69152533,0.320090088,0.033489122,0
44,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.727651704,0.37922654,0.344364438,0.272348296,0.311617767,0.249992593,0.284765631,0.179159828,0.10700037,0.133003807,0.063814218,0.370000438,0.488293687,0.393161491,0.489103704,0.596212234,0.385114471,0.313193583,0.276556434,0.955532087,0.851343927,0.95773366,1.14E-07,0,2.23E-19,0.537688502,0.027898188,0.002811245,0.058438287,1,0.107114183,0.556094024,0.193520555,0.67313659,0.969066871,0.120023549,0.55006062,0.199973683,0.654173782,0.975637216,0.021614399
45,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.658590707,0.55385335,0.42825516,0.341409293,0.362142353,0.350809776,0.382359016,0.363325512,0.354889483,0.387275756,0.063814218,0.431089119,0.556917656,0.448215403,0.529733463,0.591992061,0.445091533,0.304255041,0.238277446,0.708056151,0.824231063,0.796354769,1.14E-07,0,2.23E-19,0.539860462,0.21573858,0.064792503,0.367506297,1,0.221763043,0.599486735,0.150164514,0.792911837,0.905219245,0.208052381,0.601194671,0.148836926,0.796426727,0.902655704,0.090633105
46,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.918880542,0.712599634,0.103901054,0.081119458,0.152505487,0.053783212,0.080879846,0.277607721,0.210039032,0.243803308,0.063814218,0.387769029,0.564813962,0.428930035,0.585872843,0.609193385,0.434960112,0.297253805,0.231482964,0.783673798,0.873034218,0.856752969,1.14E-07,0,2.23E-19,0.535630605,0.094698233,0.01352075,0.189672544,0.59375,0.199227948,0.552073942,0.19753724,0.661249582,0.973284885,0.257743627,0.559291477,0.190742338,0.681473624,0.965905204,0.084247033
47,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.740956124,3.84E-18,0,0,0,0,0.017253366,0.002875996,0.006476221,0.063814218,0.345860103,0.520171653,0.40208394,0.592229587,0.58823403,0.380683507,0.399439198,0.280010569,0.893663103,0.9164148,0.952482108,1.14E-07,0,2.23E-19,0.525074973,0.002334111,1.34E-04,0.005541562,0.2578125,0.137089724,0.500714608,0.248853173,0.503037749,0.999990782,0.253566975,0.5327285,0.217306721,0.601589189,0.989571158,2.46E-04
48,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.740712469,3.85E-18,0,0,0,0,0,0,0,0.063814218,0.323020917,0.512172285,0.373745414,0.591412226,0.590862681,0.382603615,0.410047946,0.266878685,0.900537435,0.910992228,0.95301169,1.14E-07,0,2.23E-19,0.505609313,1.11E-04,0,7.56E-04,1,0.13226563,0.458844151,0.290688247,0.373068355,0.983620024,0.247248505,0.504770942,0.245265759,0.514507199,0.999789726,0
49,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.259531245,3.85E-18,0,0,0,0,0,0,0,0.063814218,0.552255671,0.718923506,0.595882045,0.719384055,0.64048643,0.429502734,0.289998659,0.290695051,0.893663103,0.943527664,0.935380213,1.14E-07,0,2.23E-19,0.480642463,0,0,5.04E-04,0.9765625,0.482983752,0.612847736,0.136814804,0.82581819,0.87926571,0.547259789,0.613431367,0.136599582,0.826465924,0.878708918,0
50,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.259774093,3.86E-18,0,0,0,0,0,0,0,0.06359029,0.584598294,0.666907876,0.645389961,0.669068045,0.564947848,0.390291983,0.305688373,0.244294699,0.818045456,0.851343927,0.87896409,1.14E-07,0,2.23E-19,0.470797352,0,0,5.04E-04,0.203125,0.475880603,0.638473589,0.111210606,0.882341291,0.822203506,0.558310171,0.642568294,0.107461112,0.889929483,0.812978422,0
