time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin,power_normed
11,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.242301756,3.60E-18,0,0,0,0,0,0,0,0.031299995,0.510747959,0.993548768,0.533231807,0.986469014,0.588567576,0.400303329,0.208250486,0.351180423,0.894698448,0.903154117,0.935885497,1.30E-07,0,1.76E-19,0.265369153,0,0,5.21E-04,1,0.754331757,0.549134359,0.20083249,0.651862207,0.976379991,0.780046522,0.554455392,0.195474992,0.667991368,0.970934092,0
12,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.710320835,0.364017283,0.370169531,0.289679165,0.445836815,0.258295765,0.298125786,0.252173478,0.110890956,0.140218797,0.031299919,0.534658334,0.952270301,0.551307328,0.933228838,0.625824325,0.434506309,0.239743113,0.388856387,0.881731804,0.897212314,0.925350969,1.30E-07,0,1.76E-19,0.244495555,0.019944598,0,0.047445255,1,0.719121938,0.560150657,0.189816088,0.684434074,0.964740899,0.728249285,0.564970815,0.184961326,0.698703567,0.958821218,0.004739066
13,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.616875207,0.544640578,0.483348826,0.383124793,0.535056338,0.397917835,0.430201287,0.528739895,0.397138357,0.428136706,0.031299969,0.565906247,0.938040733,0.582558636,0.918365789,0.641482824,0.4630745,0.25010955,0.410586977,0.823381905,0.831852476,0.886411041,1.30E-07,0,1.76E-19,0.209568355,0.087313019,0.009587217,0.18717414,0.9921875,0.72224648,0.571255432,0.178711208,0.716373843,0.95075758,0.732028578,0.576056462,0.17387753,0.730140587,0.943886614,0.051101976
14,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.86540232,0.709882821,0.17434025,0.13459768,0.275397594,0.093168047,0.129485965,0.43483287,0.265715453,0.302486745,0.03130002,0.764482521,0.824667923,0.774361136,0.800155332,0.650007588,0.460652024,0.143636439,0.206478502,0.855798515,0.861561493,0.908964955,1.30E-07,0,1.76E-19,0.198125242,0.110138504,0.03448735,0.192127216,0.9453125,0.799753783,0.639116874,0.110849126,0.883375929,0.820971914,0.805879926,0.642498599,0.107446489,0.890290696,0.812527087,0.048546877
15,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.75670705,3.62E-18,0,0,0,0,0.054088692,0.010711024,0.019423234,0.031303597,0.602577836,0.245274005,0.608964074,0.207016128,0.542412105,0.381661056,0.229151792,0.371526362,0.836348549,0.849677886,0.890227156,1.30E-07,0,1.76E-19,0.303326891,0.006759003,9.32E-04,0.01459854,0.9453125,0.413917363,0.826400182,0.923945885,0.943666784,0.269435398,0.440238503,0.837844732,0.912408645,0.925830009,0.237952539,0.002769213
16,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.756460008,3.62E-18,0,0,0,0,0,0,0,0.031295428,0.578074309,0.404714878,0.610409049,0.366543615,0.519771633,0.355601834,0.220587208,0.378547835,0.849315193,0.85561969,0.909554703,1.30E-07,0,1.76E-19,0.366829017,0,0,5.21E-04,0.734375,0.329882359,0.748838571,0.001126393,0.999984618,0.503942673,0.37775954,0.76435558,0.985885524,0.997971431,0.455005787,0
17,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.243787122,3.63E-18,0,0,0,0,0,0,0,0.031294591,0.571105379,0.45212507,0.602259035,0.42052518,0.471255858,0.335169355,0.248590423,0.393963689,0.77799865,0.784318049,0.863438412,1.30E-07,0,1.76E-19,0.39898209,0,0,5.21E-04,0.546875,0.324929571,0.720497298,0.029467933,0.991385966,0.592411944,0.365164523,0.735872808,0.014087875,0.998031146,0.544328241,0
18,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.244033461,3.63E-18,0,0,0,0,0,0,0,0.031195982,0.489195704,0.542183904,0.55720908,0.532626876,0.433342584,0.277629339,0.233574984,0.416440518,0.855798515,0.83779428,0.930792448,1.30E-07,0,1.76E-19,0.402801185,0,0,5.21E-04,0.03125,0.25836409,0.636634382,0.113331641,0.878324888,0.826910309,0.340851737,0.666894288,0.083054875,0.933415311,0.749301373,0
19,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.244279447,3.64E-18,0,0,0,0,0,0,0,0.031195982,0.448957155,0.632661401,0.50072118,0.654728983,0.431184353,0.269006852,0.210103239,0.380052055,0.888215126,0.89127051,0.948289481,1.30E-07,0,1.76E-19,0.408462827,0,0,5.21E-04,0.3984375,0.309755428,0.571843237,0.178123398,0.718036521,0.949955678,0.383640049,0.592551119,0.157385627,0.774808209,0.917708585,0
20,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.714901455,0.364459728,0.364699939,0.285098545,0.441424593,0.252445232,0.292462413,0.247716086,0.107182591,0.136315866,0.031195982,0.462178726,0.76761043,0.46795325,0.733971637,0.474198063,0.33516131,0.184750977,0.345610859,0.803931939,0.85561969,0.869299535,1.30E-07,0,1.76E-19,0.39893055,0.096509695,0.048335553,0.132950991,1,0.469653117,0.553676769,0.196290038,0.665389769,0.971854058,0.449139284,0.558580285,0.191350789,0.680133651,0.966424577,0.011990408
21,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.621683666,0.54441734,0.477887206,0.378316334,0.531421089,0.390830788,0.423668452,0.524904747,0.389796892,0.421396682,0.031195982,0.48004169,0.863672785,0.488513417,0.838586975,0.466217468,0.349841664,0.197029396,0.34934205,0.719648751,0.766492639,0.817735597,1.30E-07,0,1.76E-19,0.355454194,0.124764543,0.010785619,0.272940563,1,0.589306762,0.550131812,0.199835028,0.654843655,0.975419256,0.582814913,0.553790976,0.196139297,0.666024797,0.971630984,0.082348407
22,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.869397983,0.709188019,0.169288196,0.130602017,0.270220416,0.089502677,0.1254756,0.430446888,0.259869766,0.296856508,0.031195982,0.455340177,0.835391932,0.475612715,0.830283549,0.545684668,0.358246242,0.225114513,0.375330149,0.920631736,0.938804937,0.954948857,1.30E-07,0,1.76E-19,0.291820642,0.03601108,0.001464714,0.082377477,1,0.545478588,0.542870254,0.207096654,0.633006879,0.981984639,0.566651858,0.549562924,0.200366643,0.653444107,0.975872803,0.056183625
23,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.754740609,3.65E-18,0,0,0,0,0.051457479,0.009960245,0.018291191,0.031195982,0.809450993,0.507342645,0.820836192,0.483687524,0.610312558,0.416755786,0.279026185,0.400683038,0.90118177,0.861561493,0.938396631,1.30E-07,0,1.76E-19,0.296067517,8.86E-04,0,0.002606882,0.953125,0.692827173,0.720652642,0.029312588,0.991475897,0.59193246,0.707756194,0.724947986,0.025010872,0.993820247,0.578368205,2.85E-05
24,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.754496411,3.66E-18,0,0,0,0,0,0,0,0.031195982,0.66552275,0.509462007,0.7046781,0.483121862,0.541220634,0.385592803,0.214642112,0.376312323,0.797448616,0.796201656,0.878232861,1.30E-07,0,1.76E-19,0.351021776,0,0,5.21E-04,0.5703125,0.48051072,0.706545615,0.043419748,0.981413,0.635061638,0.53238564,0.716899112,0.033058402,0.989229604,0.603220176,0
25,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.245747862,3.66E-18,0,0,0,0,0,0,0,0.03120065,0.625806529,0.609745056,0.654238907,0.595638505,0.600131808,0.400376412,0.166171628,0.319690017,0.927115058,0.950688544,0.958810158,1.30E-07,0,1.76E-19,0.350563072,0,0,5.21E-04,1,0.474737069,0.661179023,0.088786769,0.92403571,0.764941132,0.509172919,0.668713045,0.081236421,0.936234628,0.744334516,0
26,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.245991333,3.67E-18,0,0,0,0,0,0,0,0.05105445,0.669745637,0.46358124,0.705120012,0.438459605,0.550998916,0.374736246,0.195483893,0.359987958,0.862281837,0.879869421,0.924408805,0.200026677,0.010638298,0.020261032,0.387517073,0,0,5.21E-04,0.96875,0.474820753,0.725151418,0.02481377,0.993877025,0.578010409,0.52435377,0.733366258,0.016594006,0.997271643,0.552162508,0
27,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.246234438,3.67E-18,0,0,0,0,0,0,0,0.051054425,0.622524477,0.48131136,0.663869981,0.456825009,0.548937109,0.369322719,0.206037733,0.36629949,0.886047621,0.896343202,0.933757851,0.211785129,0.010638298,0.020261032,0.433822961,0,0,5.21E-04,0.46875,0.408704901,0.712526249,0.037439058,0.986145592,0.616887086,0.464751534,0.723409436,0.026549166,0.993039955,0.583136119,0
28,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.719439365,0.364881629,0.359266374,0.280560635,0.437004754,0.246690987,0.286876877,0.243253953,0.103542993,0.132468027,0.051054374,0.620066559,0.563395545,0.628875754,0.538488721,0.582753599,0.406797014,0.170930758,0.341055495,0.873304751,0.930743937,0.908298353,0.223942172,0.010638298,0.020261032,0.467532534,0.080886427,0.039014647,0.114442127,0.65625,0.439532605,0.676822704,0.07314294,0.947980588,0.722066411,0.442406507,0.684116427,0.065835612,0.957794907,0.701056781,0.023524038
29,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.626417518,0.544183864,0.472492893,0.373582482,0.527793873,0.383888711,0.417256543,0.521067512,0.382587669,0.414763991,0.044404036,0.564865615,0.587907421,0.582029387,0.570027244,0.636553436,0.439859492,0.211133265,0.365483859,0.894698448,0.944746741,0.933396167,0.236497807,0.010638298,0.020261032,0.473841,0.138393352,0.049533955,0.229144943,1,0.383107993,0.650248395,0.0997175,0.904861912,0.793405712,0.39774626,0.658394014,0.09155373,0.919495171,0.772073167,0.061664954
30,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.873309077,0.708492589,0.16433574,0.126690923,0.265115746,0.085956099,0.121576954,0.426099736,0.254172173,0.291354612,0.044404011,0.578775307,0.686534844,0.60781301,0.679012029,0.691834019,0.466990155,0.190491549,0.352296044,0.959531669,0.992281168,0.975952938,0.249385602,0.010638298,0.020261032,0.456688571,0.021828255,0,0.051876955,1,0.478349481,0.62192886,0.128037302,0.846560745,0.860410478,0.513446583,0.629805406,0.120137562,0.864163422,0.84261496,0.027949069
31,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.752797271,3.69E-18,0,0,0,0,0.047831852,0.009332425,0.017062682,0.044403985,0.643848163,0.655132039,0.672967099,0.640139145,0.704708785,0.481983628,0.2078692,0.367791967,0.93359838,0.974455758,0.964385582,0.26273842,0.010638298,0.020261032,0.485522484,0.00132964,0,0.003649635,1,0.528273101,0.65143679,0.098529094,0.907040631,0.790375627,0.562477475,0.659045099,0.090902753,0.920604189,0.770355548,0.00192703
32,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.752556018,3.70E-18,0,0,0,0,0,0,0,0.037753571,0.660776731,0.7013874,0.685556109,0.688079931,0.696967156,0.484953223,0.197800296,0.365148639,0.90118177,0.944746741,0.941819912,0.276423398,0.010638298,0.020261032,0.502212344,0,0,5.21E-04,1,0.582763375,0.64299348,0.106972483,0.891076668,0.811543119,0.612431832,0.648746972,0.10119916,0.902251357,0.796974498,0
33,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.247685298,3.70E-18,0,0,0,0,0,0,0,0.03775347,0.66443383,0.719350891,0.687768808,0.702997494,0.706282601,0.489156518,0.209820051,0.376119091,0.920631736,0.962572151,0.949846686,0.290506968,0,0.020261032,0.508944724,0,0,5.21E-04,1,0.600907121,0.639382167,0.110583831,0.883910221,0.820332663,0.62637627,0.64547719,0.104468396,0.896068434,0.805171759,0
34,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.247925798,3.70E-18,0,0,0,0,0,0,0,0.030998561,0.654583647,0.724641281,0.675904639,0.707837043,0.675254037,0.47791376,0.223286748,0.378765621,0.868765159,0.90909592,0.916397366,1.30E-07,0,1.76E-19,0.512146631,0,0,5.21E-04,0.875,0.593740235,0.635498827,0.114467207,0.875983678,0.82960028,0.615859898,0.641408156,0.108536751,0.888141241,0.815192615,0
35,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.24816592,3.71E-18,0,0,0,0,0,0,0,0.030998561,0.634625739,0.711985209,0.655656687,0.694770388,0.688372799,0.476026334,0.214269155,0.370532445,0.907665092,0.962572151,0.946792616,0,0,1.76E-19,0.520478031,0,0,5.21E-04,1,0.560855497,0.633134085,0.116831971,0.871046972,0.835148047,0.581492212,0.639541909,0.110402686,0.88442036,0.819720182,0
36,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.72393262,0.36528301,0.35387174,0.27606738,0.432580475,0.241034799,0.281371244,0.238789863,0.100115851,0.128792904,0.030998561,0.629264033,0.73116663,0.643284188,0.711406099,0.714881151,0.496051826,0.197790579,0.362576839,0.920631736,0.986339365,0.949859161,1.30E-07,0,1.76E-19,0.535137225,0.027036011,5.33E-04,0.063086548,1,0.570949444,0.626793856,0.123172261,0.857410064,0.849654274,0.580880716,0.631912383,0.118030938,0.868665117,0.837766251,0.007322713
37,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.631075032,0.543940321,0.467168843,0.368924968,0.524178091,0.377093084,0.410967431,0.517231457,0.375512686,0.40824091,0.030998561,0.694352986,0.749007927,0.71618194,0.740892976,0.712582894,0.520782139,0.263852494,0.3827146,0.829865227,0.903154117,0.885470947,1.30E-07,0,1.76E-19,0.54037624,0.136509695,0.037283622,0.248696559,0.890625,0.658936865,0.639700361,0.110265633,0.884549649,0.819564767,0.689907075,0.642974269,0.106970899,0.891222596,0.81135974,0.065947242
38,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.877134188,0.707796786,0.159485211,0.122865812,0.260087835,0.082527121,0.117789861,0.421795347,0.248622798,0.285981937,0.030998561,0.616133407,0.720339458,0.633254085,0.703171297,0.720325361,0.525566748,0.248461785,0.383281485,0.823381905,0.903154117,0.888959665,1.30E-07,0,1.76E-19,0.540956062,0.133961219,0.032223702,0.252606882,0.9765625,0.547492326,0.625490929,0.124475199,0.854536738,0.852567392,0.562588173,0.631129322,0.118813868,0.866999551,0.839575231,0.119290282
39,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.750877848,3.73E-18,0,0,0,0,0.044433281,0.008617628,0.015808209,0.030998561,0.572923466,0.728933088,0.601127844,0.723070786,0.716413042,0.517370021,0.222563045,0.381805021,0.823381905,0.879386903,0.901074105,1.30E-07,0,1.76E-19,0.549357042,0.002437673,0,0.006256517,1,0.511200786,0.608811721,0.141154565,0.815725783,0.887707732,0.545753384,0.616189925,0.13375077,0.83357127,0.872465057,0.002255339
40,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.750639642,3.73E-18,0,0,0,0,0,0,0,0.030998561,0.501432176,0.688067275,0.525523705,0.692384604,0.7287101,0.503632374,0.200562304,0.401624643,0.914148414,0.962572151,0.95847435,1.30E-07,0,1.76E-19,0.553189022,1.11E-04,0,7.82E-04,1,0.407457693,0.588280451,0.161686029,0.763246376,0.925089861,0.443927967,0.594635714,0.155301381,0.780253183,0.914075074,0
41,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.249598614,3.74E-18,0,0,0,0,0,0,0,0.030998561,0.421121677,0.281668727,0.4228055,0.261968682,0.695526658,0.468581896,0.249325693,0.390883721,0.978981635,0.944746741,0.97934278,1.30E-07,0,1.76E-19,0.555101147,0,0,5.21E-04,1,0.172670894,0.910031148,0.84031413,0.768238338,0.078042036,0.18424152,0.917178572,0.833088055,0.748828724,0.066313034,0
42,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.249836042,3.74E-18,0,0,0,0,0,0,0,0.030886862,0.568712651,0.763319625,0.59129438,0.756839888,0.728268224,0.503468774,0.206233004,0.364563605,0.927115058,0.968513954,0.958006315,1.30E-07,0,1.76E-19,0.487303183,0,0,5.21E-04,1,0.540589848,0.599583829,0.150382544,0.792737063,0.905345608,0.568504537,0.605266375,0.144672496,0.807253921,0.894455371,0
43,0.285714286,0.838278027,0.732543693,0.909090909,0.01733238,0.258819045,1,0,0,1,0.250073078,3.75E-18,0,0,0,0,0,0,0,0.030886862,0.401657123,0.326178319,0.408444657,0.285545613,0.679340758,0.466811135,0.255907037,0.394446236,0.907665092,0.885493807,0.951631139,1.30E-07,0,1.76E-19,0.509389254,0,0,5.21E-04,1,0.111100629,0.904132915,0.846212419,0.78368252,0.088266405,0.147768996,0.921754655,0.828512735,0.736263673,0.059341859,0
44,0.428571429,0.661157201,0.944462683,0.909090909,0.01733238,0.258819045,1,0,0,0.72837927,0.365663907,0.348518958,0.27162073,0.428155043,0.235478361,0.275947537,0.23432668,0.096823648,0.125227905,0.030886862,0.441903719,0.543059292,0.46370357,0.527905974,0.668633447,0.47847496,0.205748067,0.371097195,0.842831871,0.85561969,0.902089772,1.30E-07,0,1.76E-19,0.532954516,0.030914127,1.33E-04,0.072992701,1,0.210198349,0.600516616,0.149449749,0.795106821,0.903623605,0.223395801,0.62022957,0.1297118,0.842912571,0.863883193,0.030704008
45,0.571428571,0.455788372,1,0.909090909,0.01733238,0.258819045,1,0,0,0.635654495,0.543686893,0.461917993,0.364345505,0.520577273,0.370445335,0.404802968,0.51339994,0.368573856,0.401829659,0.030886862,0.535130763,0.597543704,0.522270289,0.570610863,0.661248169,0.495778267,0.18850877,0.358106882,0.771515328,0.85561969,0.846238748,1.30E-07,0,1.76E-19,0.530032212,0.138282548,0.015046605,0.296402503,1,0.355284206,0.634182753,0.115783293,0.873246369,0.832696885,0.325115222,0.634051597,0.11589208,0.873169643,0.832782851,0.095766244
46,0.714285714,0.256175975,0.88995992,0.909090909,0.01733238,0.258819045,1,0,0,0.880871935,0.707100874,0.154738886,0.119128065,0.255140846,0.079214478,0.114114076,0.417537657,0.243221672,0.280739285,0.030886862,0.369361336,0.590398372,0.386162862,0.602200693,0.677351898,0.490480063,0.227154206,0.372930229,0.816898583,0.85561969,0.890046291,1.30E-07,0,1.76E-19,0.506973328,0.098947368,0.018908123,0.196298227,0.6640625,0.22751878,0.510531016,0.239436197,0.533044693,0.99890686,0.256612624,0.523395354,0.226529843,0.573521849,0.994565019,0.024623159
47,0.857142857,0.095371312,0.632562594,0.909090909,0.01733238,0.258819045,1,0,0,1,0.748983162,3.76E-18,0,0,0,0,0.041543115,0.007930023,0.014676429,0.030886862,0.490115612,0.715768208,0.517799915,0.726903432,0.688639434,0.475729308,0.208945962,0.363170414,0.90118177,0.932863134,0.948048309,1.30E-07,0,1.76E-19,0.492887514,0.00531856,3.99E-04,0.012252346,0.9921875,0.428353353,0.576288935,0.173677658,0.730513895,0.943692892,0.474244205,0.583360431,0.166574781,0.750253267,0.932866397,0.001498801
48,1,0,0.270427199,0.909090909,0.01733238,0.258819045,1,0,0,1,0.748748107,3.77E-18,0,0,0,0,0,0,0,0.030886862,0.644258621,0.635641127,0.655276485,0.614538146,0.672211215,0.465842278,0.200820042,0.36683328,0.90118177,0.950688544,0.93993549,1.30E-07,0,1.76E-19,0.506082979,0,0,5.21E-04,0.9921875,0.515353342,0.657503635,0.092462191,0.917807227,0.774658344,0.522484078,0.662737262,0.087211207,0.926759634,0.760530653,0
49,0,1,0,0.909090909,0.01733238,0.258819045,1,0,0,1,0.251486985,3.77E-18,0,0,0,0,0,0,0,0.030886862,0.587091504,0.653233028,0.604377599,0.636983754,0.607050895,0.421555145,0.203750945,0.361432393,0.868765159,0.903154117,0.920078934,1.30E-07,0,1.76E-19,0.523868058,0,0,5.21E-04,0.9765625,0.459331773,0.634795345,0.115170696,0.874523686,0.831258325,0.474842983,0.641287027,0.108657859,0.88790135,0.815487797,0
50,0.142857143,0.957823644,0.399332025,0.909090909,0.01733238,0.258819045,1,0,0,1,0.251721236,3.78E-18,0,0,0,0,0,0,0,0.030787086,0.671304572,0.640586971,0.677946849,0.617107353,0.566383235,0.387853021,0.214591675,0.368543543,0.881731804,0.956630348,0.92255219,1.30E-07,0,1.76E-19,0.544857621,0,0,5.21E-04,1,0.553237134,0.662524026,0.087441753,0.926258712,0.76134957,0.554045378,0.667105795,0.082843403,0.933746088,0.748725426,0
